"Source Name",URL,"Date Accessed","Program Name",Domain,Username,"Data Source"
index.dat,"http://search.msn.com/results.aspx?FORM=MSNH&q=hacking","2004-08-20 15:33:11 CEST","Internet Explorer Analyzer",msn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.netstumbler.com/downloads","2004-08-27 15:10:00 CEST","Internet Explorer Analyzer",netstumbler.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://winpcap.mirror.ethereal.com","2004-08-27 15:11:13 CEST","Internet Explorer Analyzer",ethereal.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.cleo-and-nacho.com/mainpages/hacking.htm","2004-08-20 15:33:35 CEST","Internet Explorer Analyzer",cleo-and-nacho.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,about:blank,"2004-08-25 15:51:02 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"ftp://mirror.sg.depaul.edu/pub/security/ethereal/win32/ethereal-setup-0.10.6.exe","2004-08-27 15:24:24 CEST","Internet Explorer Analyzer",depaul.edu,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file://4.12.220.254/Temp/yng13.bmp","2004-08-26 15:08:12 CEST","Internet Explorer Analyzer",4.12.220.254,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/download3365.html","2004-08-25 15:49:42 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.netstumbler.com","2004-08-27 15:09:54 CEST","Internet Explorer Analyzer",netstumbler.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/downloadget.php?id=3365&file=1&evp=243ad7f7dbd42ca50abe8bf849b4423b","2004-08-25 15:50:14 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.google.com/search?q=what+is+my+ip&hl=en&lr=&ie=UTF-8","2004-08-25 16:07:51 CEST","Internet Explorer Analyzer",google.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.ethereal.com/distribution/win32","2004-08-27 15:11:38 CEST","Internet Explorer Analyzer",ethereal.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://ads1.revenue.net/load/206178/benchmark.html?O_R_NUM=62579600&O_RANK=1&O_CREATIVE_ID=206178&O_SITE_ID=10162&","2004-08-20 21:21:57 CEST","Internet Explorer Analyzer",revenue.net,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://home.microsoft.com","2004-08-27 15:42:46 CEST","Internet Explorer Analyzer",microsoft.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.2600.com/hacked_pages/2000/01/thomas.loc.gov/www.boza.com","2004-08-20 15:32:46 CEST","Internet Explorer Analyzer",2600.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.2600.org/hacked_pages/2000/01/thomas.loc.gov","2004-08-20 15:32:05 CEST","Internet Explorer Analyzer",2600.org,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"res\WINDOWS\System32\shdoclc.dll/dnserror.htm","2004-08-27 15:32:40 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/register?","2004-08-20 15:38:01 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://us.f613.mail.yahoo.com/ym/Logout?YY=27630&.first=1&inc=25&order=down&sort=date&pos=0&view=&head=&box=Inbox&YY=27630","2004-08-20 15:38:45 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://story.news.yahoo.com/news?tmpl=story&cid=564&ncid=564&e=1&u=/nm/20040825/ts_nm/iraq_usa_beheading_dc","2004-08-25 15:26:09 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.google.com,"2004-08-25 16:07:26 CEST","Internet Explorer Analyzer",google.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.wardriving.com","2004-08-27 15:09:23 CEST","Internet Explorer Analyzer",wardriving.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://us.f613.mail.yahoo.com/ym/ShowLetter?Search=&Idx=0&YY=90802&.first=1&order=down&sort=date&pos=0","2004-08-20 15:38:34 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.yahoo.com/_ylh=X3oDMTB1M2EzYWFoBF9TAzI3MTYxNDkEdGVzdAMwBHRtcGwDaWUtYmV0YQ--/r/m7","2004-08-20 15:34:16 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.t50.com/cgi-bin/topvlog.cgi?897731691","2004-08-20 15:46:37 CEST","Internet Explorer Analyzer",t50.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.yahoo.com,"2004-08-25 15:25:45 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://fosi.ural.net,"2004-08-25 16:13:10 CEST","Internet Explorer Analyzer",ural.net,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.2600.org,"2004-08-20 15:31:31 CEST","Internet Explorer Analyzer",2600.org,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/last_subscribe","2004-08-20 15:38:11 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"res\WINDOWS\System32\shdoclc.dll/navcancl.htm","2004-08-27 15:10:20 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/download.php?id=2&sort=25","2004-08-25 15:49:28 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file/Program%20Files/Anonymizer/thanks/index.html","2004-08-20 15:05:16 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/last?.scrumb=XNQeEEeu7HG&.crumb=XNQeEEeu7HG&.src=ym&.done=&.partner=&.branch=&.testid=none","2004-08-20 15:38:07 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/downloads2.html","2004-08-25 15:29:30 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.wardriving.com/code.php","2004-08-27 15:09:30 CEST","Internet Explorer Analyzer",wardriving.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.netstumbler.com/downloads/netstumblerinstaller_0_4_0.exe","2004-08-27 15:11:07 CEST","Internet Explorer Analyzer",netstumbler.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,mkC:/readme.html,"2004-08-27 15:12:19 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.ethereal.com/download.html","2004-08-27 15:17:05 CEST","Internet Explorer Analyzer",ethereal.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"ftp://mirror.sg.depaul.edu/pub/security/ethereal/win32","2004-08-27 15:17:44 CEST","Internet Explorer Analyzer",depaul.edu,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"mkC:/nwspr_changing_servers.htm","2004-08-20 21:15:11 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.whatismyip.com","2004-08-25 16:08:02 CEST","Internet Explorer Analyzer",whatismyip.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.ethereal.com,"2004-08-27 15:10:50 CEST","Internet Explorer Analyzer",ethereal.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://billing.mail.yahoo.com/bm/MailReg?.v=8","2004-08-20 15:34:19 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/id_check?.fn=Greg&.ln=Schardt&.id=mrevil2000&.u=b568cfp0ic6g0","2004-08-20 15:35:05 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"ftp://mirror.sg.depaul.edu/pub/security/ethereal","2004-08-27 15:17:20 CEST","Internet Explorer Analyzer",depaul.edu,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.2600.org/hacked_pages","2004-08-20 15:31:54 CEST","Internet Explorer Analyzer",2600.org,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.maktoob.com/index.pl?mm=10844","2004-08-27 15:44:31 CEST","Internet Explorer Analyzer",maktoob.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.2600.com/hacked_pages/2000/01/thomas.loc.gov","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",2600.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.t50.com/extra.html","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",t50.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,search.msn.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",msn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,ads1.revenue.net,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",revenue.net,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://us.f613.mail.yahoo.com/ym/ShowLetter?MsgId=6284_1110_22_443_55_0_1_-1_0&Idx=0&YY=60138&.first=1&inc=25&order=down&sort=date&pos=0&view=&head=&box=Inbox","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file/Program%20Files/mIRC/channels/channels.txt","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.cnn.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",cnn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://us.f613.mail.yahoo.com/ym/login?.rand=7lrrdoi00fl1k&.first=1","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/id_check","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"My Computer","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file/Program%20Files/Anonymizer/thanks/index.html","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.2600.org,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",2600.org,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://us.f613.mail.yahoo.com/ym/ShowFolder?YY=78169&.first=1&box=Inbox&YN=1","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.2600.org/hacked_pages","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",2600.org,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,edit.yahoo.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/last?.scrumb=XNQeEEeu7HG&.crumb=XNQeEEeu7HG&.src=ym&.done=&.partner=&.branch=&.testid=none","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.2600.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",2600.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.elitehackers.com","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",elitehackers.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/eval_register?.v=&.intl=&new=1&.done=&.src=ym&.partner=&.p=&promo=&.last=","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,billing.mail.yahoo.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://search.msn.com/results.aspx?FORM=MSNH&q=hacking","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",msn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.magnescan.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",magnescan.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.t50.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",t50.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file/Drivers/GhostWare/Receipt.rtf","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.magnescan.com/pricelist.asp","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",magnescan.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://edit.yahoo.com/config/id_check?.fn=Greg&.ln=Schardt&.id=mrevil2000&.u=b568cfp0ic6g0","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.cnn.com/cnn_adspaces/adsPopup2.html?0","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",cnn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.t50.com/cgi-bin/topvlog.cgi?897731691","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",t50.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://search.msn.com/results.aspx?FORM=MSNH&q=download%20rencode%20buddy","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",msn.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"file/Drivers/Anonyymizer/keys.txt","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.cleo-and-nacho.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",cleo-and-nacho.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://ads1.revenue.net/load/206178/benchmark.html?O_R_NUM=62579600&O_RANK=1&O_CREATIVE_ID=206178&O_SITE_ID=10162&","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",revenue.net,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://billing.mail.yahoo.com/bm/MailReg?.v=8","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.elitehackers.com,"2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",elitehackers.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.cleo-and-nacho.com/mainpages/hacking.htm","2004-08-25 15:25:04 CEST","Internet Explorer Analyzer",cleo-and-nacho.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://story.news.yahoo.com/news?tmpl=story&cid=564&ncid=564&e=1&u=/nm/20040825/ts_nm/iraq_usa_beheading_dc","2004-08-25 15:26:09 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"ftp://ftp.volftp.mondadori.com/pub/pc/windows/win98/progs/network/tcpip/lalsetup250.exe","2004-08-25 15:51:24 CEST","Internet Explorer Analyzer",mondadori.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,story.news.yahoo.com,"2004-08-25 15:26:09 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.mosnews.com/news/2004/08/24/internetend.shtml","2004-08-25 15:51:39 CEST","Internet Explorer Analyzer",mosnews.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.mosnews.com/commentary/2004/08/25/revolution.shtml","2004-08-25 15:54:07 CEST","Internet Explorer Analyzer",mosnews.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.google.com,"2004-08-25 16:07:26 CEST","Internet Explorer Analyzer",google.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.drudgereport.com,"2004-08-25 15:51:20 CEST","Internet Explorer Analyzer",drudgereport.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.google.com/search?q=what+is+my+ip&hl=en&lr=&ie=UTF-8","2004-08-25 16:07:51 CEST","Internet Explorer Analyzer",google.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.yahoo.com,"2004-08-25 15:25:45 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/downloadget.php?id=3365&file=1&evp=243ad7f7dbd42ca50abe8bf849b4423b","2004-08-25 15:50:14 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.majorgeeks.com/download3365.html","2004-08-25 15:49:42 CEST","Internet Explorer Analyzer",majorgeeks.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,ftp.volftp.mondadori.com,"2004-08-25 15:51:24 CEST","Internet Explorer Analyzer",mondadori.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.mosnews.com/interview/2004/08/24/arbatov.shtml","2004-08-25 15:52:59 CEST","Internet Explorer Analyzer",mosnews.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,www.mosnews.com,"2004-08-25 15:51:39 CEST","Internet Explorer Analyzer",mosnews.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,fosi.ural.net,"2004-08-25 16:13:10 CEST","Internet Explorer Analyzer",ural.net,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,http://www.yahoo.com,"2004-08-25 15:25:45 CEST","Internet Explorer Analyzer",yahoo.com,"Mr. Evil","4Dell Latitude CPi.E01"
index.dat,"http://www.drudgereport.com","2004-08-25 15:51:20 CEST","Internet Explorer Analyzer",drudgereport.com,"Mr. Evil","4Dell Latitude CPi.E01"
